Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,4400.0,4400.0,4400.0,4400.0,3436.9013670000004,0
2019-01-01,4400.0,4400.0,4400.0,4400.0,3436.9013670000004,0
2019-01-02,4400.0,4400.0,4337.5,4362.5,3407.609375,15681200
2019-01-03,4337.5,4387.5,4325.0,4362.5,3407.609375,21416600
2019-01-04,4362.5,4400.0,4337.5,4362.5,3407.609375,41078600
2019-01-07,4412.5,4462.5,4412.5,4437.5,3466.192871,48108200
2019-01-08,4437.5,4475.0,4400.0,4450.0,3475.9567869999996,45945800
2019-01-09,4475.0,4475.0,4412.5,4425.0,3456.428955,50484000
2019-01-10,4462.5,4462.5,4400.0,4425.0,3456.428955,44421400
2019-01-11,4475.0,4487.5,4450.0,4462.5,3485.720703,47217000
2019-01-14,4487.5,4487.5,4425.0,4437.5,3466.192871,26702800
2019-01-15,4437.5,4550.0,4425.0,4500.0,3515.012939,49947400
2019-01-16,4525.0,4625.0,4500.0,4625.0,3612.651611,58089800
2019-01-17,4612.5,4662.5,4575.0,4625.0,3612.651611,47773600
2019-01-18,4650.0,4700.0,4600.0,4700.0,3671.235352,39366000
2019-01-21,4600.0,4687.5,4600.0,4612.5,3602.8881840000004,33397400
2019-01-22,4612.5,4625.0,4587.5,4625.0,3612.651611,42127800
2019-01-23,4587.5,4612.5,4512.5,4525.0,3534.540283,51746000
2019-01-24,4525.0,4537.5,4487.5,4500.0,3515.012939,88315800
2019-01-25,4512.5,4562.5,4500.0,4550.0,3554.068115,51100800
2019-01-28,4550.0,4562.5,4525.0,4550.0,3554.068115,42198000
2019-01-29,4525.0,4550.0,4462.5,4512.5,3524.7763670000004,38083600
2019-01-30,4450.0,4500.0,4450.0,4500.0,3515.012939,40402400
2019-01-31,4500.0,4587.5,4500.0,4537.5,3544.304443,72412200
2019-02-01,4550.0,4662.5,4537.5,4625.0,3612.651611,83559800
2019-02-04,4625.0,4637.5,4550.0,4562.5,3563.832275,45077600
2019-02-05,4562.5,4562.5,4562.5,4562.5,3563.832275,0
2019-02-06,4562.5,4612.5,4550.0,4550.0,3554.068115,39366200
2019-02-07,4550.0,4550.0,4512.5,4537.5,3544.304443,11857200
2019-02-08,4475.0,4525.0,4462.5,4487.5,3505.248779,25850600
2019-02-11,4475.0,4525.0,4450.0,4525.0,3534.540283,29542600
2019-02-12,4525.0,4537.5,4450.0,4450.0,3475.9567869999996,25694400
2019-02-13,4425.0,4450.0,4325.0,4325.0,3378.3176270000004,57993000
2019-02-14,4325.0,4437.5,4325.0,4387.5,3427.1369630000004,34647200
2019-02-15,4387.5,4387.5,4350.0,4387.5,3427.1369630000004,25669400
2019-02-18,4400.0,4525.0,4400.0,4487.5,3505.248779,32794600
2019-02-19,4487.5,4512.5,4412.5,4437.5,3466.192871,17644000
2019-02-20,4450.0,4450.0,4350.0,4412.5,3446.665039,30538000
2019-02-21,4450.0,4475.0,4387.5,4462.5,3485.720703,26466400
2019-02-22,4450.0,4450.0,4325.0,4362.5,3407.609375,59643400
2019-02-25,4387.5,4425.0,4362.5,4400.0,3436.9013670000004,31297800
2019-02-26,4400.0,4437.5,4350.0,4425.0,3456.428955,32625400
2019-02-27,4375.0,4462.5,4362.5,4425.0,3456.428955,19073600
2019-02-28,4462.5,4462.5,4362.5,4400.0,3436.9013670000004,33411200
2019-03-01,4412.5,4487.5,4400.0,4487.5,3505.248779,26656800
2019-03-04,4450.0,4500.0,4437.5,4475.0,3495.484619,28548200
2019-03-05,4462.5,4462.5,4362.5,4400.0,3436.9013670000004,28743600
2019-03-06,4375.0,4437.5,4375.0,4400.0,3436.9013670000004,23339600
2019-03-07,4400.0,4400.0,4400.0,4400.0,3436.9013670000004,0
2019-03-08,4375.0,4387.5,4337.5,4337.5,3388.081543,37957000
2019-03-11,4400.0,4400.0,4337.5,4337.5,3388.081543,14711800
2019-03-12,4325.0,4362.5,4300.0,4337.5,3388.081543,20181600
2019-03-13,4287.5,4337.5,4262.5,4300.0,3358.789551,32738800
2019-03-14,4362.5,4412.5,4337.5,4412.5,3446.665039,13382000
2019-03-15,4462.5,4562.5,4450.0,4537.5,3544.304443,34814400
2019-03-18,4550.0,4675.0,4537.5,4675.0,3651.707764,38275600
2019-03-19,4662.5,4725.0,4650.0,4675.0,3651.707764,39436000
2019-03-20,4687.5,4687.5,4625.0,4650.0,3632.179688,23188800
2019-03-21,4725.0,4775.0,4712.5,4762.5,3720.054688,38604000
2019-03-22,4775.0,4825.0,4762.5,4800.0,3749.3466799999997,33572000
2019-03-25,4650.0,4725.0,4575.0,4600.0,3593.123779,26670200
2019-03-26,4687.5,4700.0,4662.5,4687.5,3661.4711909999996,6754600
2019-03-27,4575.0,4687.5,4575.0,4675.0,3651.707764,7113800
2019-03-28,4712.5,4725.0,4675.0,4712.5,3680.999268,22824600
2019-03-29,4687.5,4725.0,4687.5,4700.0,3671.235352,19813600
2019-04-01,4712.5,4750.0,4712.5,4725.0,3690.7631840000004,9954200
2019-04-02,4750.0,4762.5,4700.0,4737.5,3700.5268549999996,22445400
2019-04-03,4737.5,4737.5,4737.5,4737.5,3700.5268549999996,0
