Date,Open,High,Low,Close,Adj Close,Volume
2018-12-04,6118.633789,6152.859863000001,6118.469238000001,6152.859863000001,6152.859863000001,65189800.0
2018-12-05,6097.644043,6133.120117,6064.832031,6133.120117,6133.120117,67897200.0
2018-12-06,6095.006836,6131.631836,6086.131836,6115.493164,6115.493164,65929300.0
2018-12-07,6108.950195,6141.470215,6103.176758,6126.355957,6126.355957,66079200.0
2018-12-10,6103.097168,6121.780761999999,6078.631836,6111.359863000001,6111.359863000001,56866400.0
2018-12-11,6095.349121,6106.984863000001,6069.161133,6076.586914,6076.586914,71781900.0
2018-12-12,6097.730957,6118.226074,6084.338867,6115.577147999999,6115.577147999999,79263500.0
2018-12-13,6140.875977000001,6186.046875,6139.332031,6177.720215,6177.720215,82093700.0
2018-12-14,6178.566895,6185.47998,6160.352051,6169.842772999999,6169.842772999999,61924800.0
2018-12-17,6163.62793,6174.220215,6089.305176,6089.305176,6089.305176,61873200.0
2018-12-18,6056.23291,6081.867188,6014.794922,6081.867188,6081.867188,60526100.0
2018-12-19,6076.294922,6176.094238000001,6076.221191,6176.094238000001,6176.094238000001,82872200.0
2018-12-20,6144.936035,6160.413086,6112.055176,6147.875977000001,6147.875977000001,64812900.0
2018-12-21,6117.835938,6165.28418,6110.609863000001,6163.596191,6163.596191,59446800.0
2018-12-24,6305.584138525463,6338.776817009042,6267.09419239573,6303.348213298855,6303.348213298855,146524575.94417077
2018-12-25,6305.584138525463,6338.776817009042,6267.09419239573,6303.348213298855,6303.348213298855,146524575.94417077
2018-12-26,6126.652832,6144.60498,6094.412109000001,6127.850098,6127.850098,53220400.0
2018-12-27,6173.518066,6191.703125,6157.652832,6190.643066,6190.643066,65545500.0
2018-12-28,6200.296875,6212.125,6176.630859000001,6194.498047,6194.498047,69954900.0
2018-12-31,6305.584138525463,6338.776817009042,6267.09419239573,6303.348213298855,6303.348213298855,146524575.94417077
2019-01-01,6305.584138525463,6338.776817009042,6267.09419239573,6303.348213298855,6303.348213298855,146524575.94417077
2019-01-02,6197.871094,6205.89502,6164.833984000001,6181.174805,6181.174805,52797800.0
2019-01-03,6176.151855,6221.009765999999,6176.151855,6221.009765999999,6221.009765999999,72166700.0
2019-01-04,6211.096191,6274.540039,6200.854004,6274.540039,6274.540039,80858100.0
2019-01-07,6317.625977000001,6354.757813,6287.224121,6287.224121,6287.224121,90278300.0
2019-01-08,6292.263184,6316.240234000001,6251.375977000001,6262.847168,6262.847168,90537400.0
2019-01-09,6296.115234000001,6311.579102000001,6265.326172,6272.237793,6272.237793,105604200.0
2019-01-10,6293.958008,6328.713867,6268.507813,6328.713867,6328.713867,122462300.0
2019-01-11,6347.973145,6361.464844,6337.547852000001,6361.464844,6361.464844,78112000.0
2019-01-14,6351.329102000001,6359.875,6302.395996,6336.116211,6336.116211,79731000.0
2019-01-15,6347.101074,6408.78418,6333.644043,6408.78418,6408.78418,95139900.0
2019-01-16,6417.130859000001,6425.940918,6385.589844,6413.359863000001,6413.359863000001,104252800.0
2019-01-17,6421.407227000001,6457.734863000001,6410.950195,6423.779785,6423.779785,99214400.0
2019-01-18,6444.212890999999,6452.558105,6409.095215,6448.155761999999,6448.155761999999,77604300.0
2019-01-21,6448.536133,6472.149902,6438.900879,6450.833984000001,6450.833984000001,101769000.0
2019-01-22,6452.604004,6468.562011999999,6416.592772999999,6468.562011999999,6468.562011999999,100776200.0
2019-01-23,6452.905761999999,6484.195801,6449.919922,6451.169922,6451.169922,109468500.0
2019-01-24,6451.256836,6478.883789,6446.582031,6466.654785,6466.654785,120391000.0
2019-01-25,6474.15918,6498.333984000001,6470.123047,6482.842772999999,6482.842772999999,92035400.0
2019-01-28,6488.901855,6501.085938,6433.819824,6458.711914,6458.711914,95548600.0
2019-01-29,6454.473145,6485.24707,6428.470215,6436.47998,6436.47998,73064200.0
2019-01-30,6445.40918,6464.926758,6435.417969,6464.188965,6464.188965,78683300.0
2019-01-31,6491.38916,6544.479004,6491.38916,6532.969238000001,6532.969238000001,104349100.0
2019-02-01,6552.057129,6581.731934,6516.436035,6538.638184,6538.638184,88866200.0
2019-02-04,6540.773926,6555.986816,6479.049805,6481.451172,6481.451172,89042000.0
2019-02-05,6305.584138525463,6338.776817009042,6267.09419239573,6303.348213298855,6303.348213298855,146524575.94417077
2019-02-06,6503.578125,6552.216797,6503.578125,6547.876953,6547.876953,106799500.0
2019-02-07,6556.115234000001,6563.981934,6517.225098,6536.457031,6536.457031,115112600.0
2019-02-08,6513.743164,6526.866211,6498.964844,6521.663086,6521.663086,96579400.0
2019-02-11,6523.702147999999,6535.178223,6494.125,6495.001953,6495.001953,94974200.0
2019-02-12,6503.050781,6513.102051,6392.236816,6426.325195,6426.325195,118209700.0
2019-02-13,6445.179199,6456.570801,6398.89209,6419.116211,6419.116211,122590200.0
2019-02-14,6429.131836,6446.335938,6402.430176,6420.018066,6420.018066,117183600.0
2019-02-15,6425.813965,6433.685059,6374.898926,6389.084961,6389.084961,98204900.0
2019-02-18,6428.275879,6501.027832,6425.916992,6497.814941,6497.814941,97765700.0
2019-02-19,6500.701172,6534.007813,6493.309082,6494.666992,6494.666992,98372900.0
2019-02-20,6521.808105,6552.151855,6483.070801,6512.78418,6512.78418,110588600.0
2019-02-21,6510.573242,6539.067871,6498.990234000001,6537.766113000001,6537.766113000001,102022900.0
2019-02-22,6518.187988000001,6530.220215,6481.475098,6501.37793,6501.37793,101594400.0
2019-02-25,6522.310059,6538.491211,6507.924805,6525.35791,6525.35791,95685700.0
2019-02-26,6527.721191,6540.950195,6497.757813,6540.950195,6540.950195,111994800.0
2019-02-27,6532.039063,6539.285156,6499.814941,6525.683105,6525.683105,89352100.0
2019-02-28,6526.933105,6526.933105,6433.244140999999,6443.348145,6443.348145,100223700.0
2019-03-01,6468.620117,6505.096191,6466.157227000001,6499.883789,6499.883789,78269700.0
